UserName,Review Text,Rating
Yudi Wirasena,"Iklan judi Online makin merajalela.Lelet sekali cuma muter2,saya pikir jaringan tempatku yang lelet,rupanya setelah baca komentar2 d sini, bnyk yg mengeluhkan jg, ternyata Lelet.",1
Wong Sepele,"Ini kenapa akun ig ku kok gak bisa login malah disuruh banding,mana udah di banding malah gak masuk masuk.padahal itu akun ig awal saya mana banyak kenangan nya lagi tolong dong ini gimana solusi nya udah 1minggu lagi",1
Rama Adi,"Setelah update aplikasi terbaru, justru respon membuka foto and video jadi lambat, bukan karena jaringan internet, ketika saya membuka aplikasi lain lancar jaya, namun ketika membuka instagram respon foto and video jadi lambat",1
Puji Laksono,"Untuk pihak ig tolong ya diperbaiki masalah di apk nya,saya mau daftar akun ig tiba tiba muncul tulisan ""halaman ini tidak tersedia"" tolong cepat diperbaiki ya terima kasih🙏",1
ARIEF DHARMADI,"Algoritmanya gimana sih, konten akun saya gak pernah diboost, coba cek akun terasexperience kalau memang gak bervalue jgn diboost kontennya. At least kalau kontennya bervalue tolong boost kontennya setidaknya 1 konten its oke.",4
Qaishar Zhafir Afkar,"Saya senang menggunakan sosial media ini, akan tetapi saya sering menemukan bug terutama saat melihat postingan atau story Ig sepertinya itu saja terimakasih.",4
Alcleandro C.N,"Semakin hari semakin jelek, sejak dulu hingga sekarang bug error login tidak pernah diselesaikan / dituntaskan. Selalu saja tidak bisa login, perkara sinyal jelek / tidak ada respon login...",1
Owen,tolong diperbaiki dong kenapa Instagram aku ga bisa post foto 16:9 dan ga bisa kolaborasi postingan😩😩😩 udah berkali-kali report problem tapi ga terselesaikan sampe sekarang,3
Dinda Putri,"Bagus apk nyaa.. Tapi tambahin efek nya dong biar mirip snow, sekarang jadi banyak yg pindah ke snow soalnya lebih cantik,bagus,dll. Jadi ubah yaa makasih 🙏🏻",5
ENOS HAREFA PRODUCTION,Tolong dong buat instagram..... Setiap saya mengupload story.... Mau dia foto atau video selalu lag (lama) padahal sinyal saya bagus..... Tolong di perbaiki,1
Piraa,"perbaikan bug login, saya sudah sering tiba-tiba keluar sendiri dari akun saya. dan juga sandi yang sebelumnya tidak dapat dipakai, padahal saya tidak menganti sandi.",1
Imelda Chandra,Ini ig gimana ya kasih tautkan k fb kemarin-kemarin masih ada kolom log in with fb ini sekarang tidak ada lalu sy tdk bkn id sm pass kalau dak bisa konsisten jgn di buat seperti itu,1
Irsyad Badriyansyah,"Setelah di update ke versi terbaru jadi aneh, nonton reels cuma jalan sebentar abis itu macet, padahal jaringan lancar",1
Alex Sandro,"Tolong instagram, tambahkan fitur meludah. Soalnya banyak konten2 yang mengundang ingin memukul, mencaci dan ingin menganu. Wkwkwkkwk",5
Rizkia Rizkia,"bagus si cuman perbaiki bug nya ya seperti repost story jg lagu nya g muncul, untuk aplikasi baguss aj cmn perbaiki bug ny ajaa",4
Suwandi Zull,"Tolong di perbaiki lah,masa buat nonton video ngelag parah sampai tidak terbuka kadang. Pakai vpn baru lancar buka reels",2
Nabilah Khairunnisa,"Sudah berapa hari instagram saya error, postingan, story, akun semuanya loading lama banget, padahal kuota banyak, jaringan bagus. Tolong segera diperbaiki. Terimakasih",1
yudha iswanto,"Busukk. Semakin berat, internet lancarpun tetap berat, padahal aplikasi laen lancar jaya. Loading doang di semua menu haha, kusut",1
rustandiss,"instagram sekarang sering terjadi kesalahan saat memberi like reels atau like postingan,akibatnya akun saya diblokir tidak bisa like,saya memakai aplikasi instagram resmi tolong perbaiki",5
CNC Cole Angelo,"Tolong banget nih kalo ni app minta update bisa kasih notif aja nggak ? Masa pake ig tiba tiba error sendiri padahal sinyal lancar switch account bisa ternyata masalahnya cuma belum update kan Tolol, Belum lagi tiba-tiba upload story gak bisa nyari musik, ayolah...",1
Nur Zahra Lutfia,"Instagram tolong jangan hapus archive story. Tolong berhenti membuat fitur baru yang tidak berguna dan tetap pertahankan fitur yabg ada sekarang. Padahal archive story adalah fitur keunggulan Instagram, sebagai pengguna Instagram saya akan merasa sangat kecewa jika itu dihilangkan.",2
Asiyah putri Permatasari,"saya mohon fitur arsip di ig jangan dihapus, disitu tempat kami menaruh semua kenangan, justru tambah kan fitur² yg relevan yg dapat digunakan untuk menaruh memori dan kenangan yg lama, maaf..bukan malah membuat fitur² yg tidak berguna.",3
Syahira Aryanti,"Gimana sih,aplikasi ga jelas, masa aku udah jelas jelas pencet ""cerita anda"" tiba tiba ga ke upload dan tiba tiba lagsung ke hapus, padahal bagus banget, KESEL BANGET.",1
Putri Handayani,"Ini instagram kenapa sih? Setiap mau liat komen gak bisa mulu, komen bejibun pas mau di buka gak adaan, ngeselin banget udah dua kali di update juga. Jelek jelek jelek.",1
Rizal Arief,"sudah pakai instagram lumayan lama,mengapa fitur Arsip Video di rubah menjadi semacam foto screen shot? kita sengaja mengarsip video atau foto kita agar tetap tersimpan, kenapa mengecewakan kami?",1
NM 7X,"Setelah di update saat melihat story kok kualitas fotonya berkurang dan agak ngezoom dikit ya mohon di perbaiki ke semula, tidak nyaman untuk di pandang.",1
Khanifah Hidayati,"Ini saya kasih 2 knp karna kok di kamera ig sya gk ad stikernya nah gm. Tuh cba klo itu,tolong di perbaiki lebih mantep lgi biar banyak yng dowlot pokoknya mntep jadi cmn itu aj kok oke bay semuanya",5
Denis Bogagmail,"Aplikasi sampah tak berguna,saya pengguna IG sejak tahun 2012,baru kali ini akun saya di blokir dengan alasan pelanggaran komunitas,salah saya apa ? saya tidak posting yg berbau pornografi,sebab semua yg saya posting di IG gambar gambar animasi alam,hewan dan seni,dasar bodoh lu semua....!!!!!!!! copot pemasangan ga guna ni aplikasi.",1
Trisyahfri Harpanta A.A,"Tolong buat team atau pihak instagram,kenapa di akun instagram saya tidak bisa menggunakan fitur live stereaming pernyatanya, akun anda tidak memenuhi syarat padahal saya tidak pernah melakukan pelanggaran,jadi mohon di pertinjau kembali",1
okta viani,"ig skrng malah bnyk bug nyy dan jg baru sekali mengikuti seseorang pas mauu mengikuti lgii gabisa kena limitt ,, tolong pembaruan nyy dong jngn limit mulu",1
St aisyah_023,"Tidak bisa login padahal kata sandi sdh benar username juga, selalu ada pemberitahuan kata sandi salah tp dihp lain bisa, tolong ditanggapi dengan baik apa yg menyebabkan hal itu",1
Mokhamad Rezza,"ngelag parah udh 2 hr, koneksi internet bagus, dipake browsing lancar, cm di aplikasi pny meta aja ngelag parah.....akun ane bbrp kali kena blokir, entah apa alasannya pdhl gk dipake nyepam atau yg aneh2",1
hudzaifah tsaabit73,"Semenjak update yang terbaru ini, malah makin lemot, di beranda buffering semua, apalagi di pencarian.. Tolong pihak yang bersangkutan untuk memperbaiki bug yang terjadi, terima kasih",3
Yunus Sinay,"Tolong bgt apk in sgtlah bagus tapi jangan hilangin arsip plis lah Instagram banyak foto dan video momen yg tidak bisa kita ulangi, dengan arsip kita dapat melihat dan mengenang kembali foto"" lama kita",5
Melisa,Tlong lah udh brkali2 nglporin gk ada balesan knpa gabisa liat story orang cuma loading trus aplg pas nnton reels cuma muter2 doang pdhl Kouta sinyal ada bgus2 gliran buka apk lain lncar2 aja cuma Ig doang yg bug ini gmn tlong yaaa!!! GK nyaman bgt,2
- via,Tolong dong jangan suka nambahin fitur yang ga berguna🙏🏻 salah satu nya delete archive. Saya bukan tipe orang yang suka taro video di feeds. Saya lebih suka di story dan saya bikin highlight. Niat hati pengen di jadiin kenangan.. eh malah mau di apus🫠 padahal saya suka banget sama aplikasi instagram ( tanpa fitur fitur yang ngacoo ),5
Maya Yuliana,"Makin kesini makin agak lain instagram ini, pertemanan dibatasi terusssssssss, udah dilaporkan masalah yang sama berulang² masih aja gak di perbaiki, saya gak suka instagram ini, mending copot aja, nyesel download nya, gak bisa interaksi sama akun² baru lainnya.",1
Candra Gunawan,"Halo kenapa fitur profile music ga ada diakun utama aku ya?? Tapi di akun yang lain aku malah ada tolong fix...... Padahal udah diupdate terus, tetep aja masi ga ada.... , ini bug atau apa? Kadang muncul kadang ilang lagi fiturnyaaaaa",2
Elsa Saputri,"ini ig mau di update terus sampe kapan sih, ada aja masalahnya. sekarang gamau update ig nanti arsip storynya ilang. udah bener bener fitur yg tersedia sekarang malah diupdate terus. kalo update fiturnya makin bagus mah gapapa ini malah kualitasnya menurun",1
Hastina,"Please. Untuk fitur hapus cerita/snapgram, bisa nggak kalau hapus cerita/snapgram itu tetap tersimpan di arsip cerita, bukan malah ke ruangan ""baru saja dihapus"". Buat sbagian orng itu ribet. Tolong dong penanganannya🙏🙏",1
Ata Atana,bisa gak sih kalo update tuh yang jelas ini update tiba² besok nya ilang. fitur musik yang di profil juga gak ada di akun ku terus juga fitur musik yang baru itu juga gak ada di akun ku tolong lah kalo update tu merata padahal aku gak punya akun ke 2 harusnya semua fitur ada di akun ku.,1
Rahmad Fajar,"Kenapa sekarang semua jadi rels, foto sama vidio biasa diklik jadi rels. Enakan dulu bisa liat foto terus kebawah ketata rapi kalo buka sepak bola scrol sampe bawah postingan bola, buka otomotif scrol sampe bawah otomotif. Sekarang apa2 jadi rels, buka sepak bola scrol bawah udah rels random semua isinya",1
Meieva Mei,"kenapa ya Instagram story selalu ada tulisan ""cerita tidak tersedia"" kalo cuma 1 atau 2 itu its oke lah, ini banyak bngt yg bikin story tpi klo di buka selalu muncul tulisan kya gitu. tolong diperbaiki lagi ya",3
Nadilla Lutfiani,"no, harus diperbaiki. setiap mau ngepost story instagram, pasti ada tulisan ""kesalahan"" dan berujung gabisa diposting. ini harus diperbaiki, soalnya ngeganggu dan bikin emosi banget. sampe nangis emosinya, gabisa diposting. kenapa ya ig sekarang?",2
Rosdiana,"saya kasih bintang 5 tapi mohon jngan hapus fitur archive/ arsip yang ada di Instagram. soalnya itu sangat penting bagi saya mngkin di orang lain juga, karena dpt menyimpan kenangan (bkn hanya tntng mantan kekasih) melainkan kenangan bersama keluarga, teman, kerabat, sahabat yg udah ga bisa/mngkin udah ga bisa kmbli diulang kejadian tersebut. Saya hanya minta itu saya. krna saya jga tertarik pd Instagram karena ada fitur arsip/ archive nya. untk lain nya menurut saya udah bagus👍🏻👍🏻",5
Zio Aliandra,"Aplikasi ig sekarang sudah jelek masa iya bikin akun kedua gak bisa. Kalo updatenya cuma bikin pengguna kecewa mending gausah update, buang buang duit aja tau gak. Paham konsep gak sih!!!!!.",1
Ryan Patric John,Setiap posting foto sekarang knp jadi gak bisa lagi fitur landscape pada semua nya harus fitur potrait 😠 Tolong di perbaiki apk Instagram nya semakin lama semakin di update malah kek ngebung kya begini sialan 😡🤬 sama juga kalo mau me repost tag orang gak ada musik nya,1
Risky Dita Saputri,"ARCHIVE STORY ADALAH SEGALA-GALANYA BUAT AKU. Archive ku ada beberapa yang tidak bisa ke buka. SEDIH BANGET, padahal sengaja aku taruh di instagram biar awett, nangis banget kalau hilang semua😔 PLEASE INSTAGRAM, DON'T DO THAT‼️‼️😔😔",1
Susanti Kasim,sebenarnya ig lagi kenapa sih?kok setiap mau upload foto atau video di instastory selalu muncul kesalahan apalagi apklikasi ig udah diupdate!!!!???,1
Nita,"Sekarang kalau mau posting foto lebih dari 1 ada semacam info untuk mengizinkan atau tidaknya orang lain untuk menambahkan ke postingan ini yg bener"" udah ngerusak algoritma postingan bener"" ga baguss bangett, jadi ngerusak tampilan postingan, mohon untuk di hilangkan saja karna, di klik maupun engga itu tetep ngerusak tampilan foto yg di posting, terimakasii",1
MUZAKKI ACHMAD Z,foto lama di arsip tiba-tiba hilang dan dihapus oleh Instagram sering terjadi bug pengikut tiba-tiba turun sendiri banyak update meta tapi bug belum di perbaiki.🤬🤬,3
35 Mochamad Dava Wardana,"Aplikasi ini sangat susah dan merepotkan, disaat ingin memposting sorotan kenapa harus posting cerita dulu, kalau memposting cerita bingkai nya jadi mengecil, itu sangat jelek sekali",1
Yusa Setia Budi,"10 tahun main Instagram tiba tiba akun ditangguhkan, alasannya terkait identitas palsu / berpura pura jadi orang lain. Padahal gak pernah ganti username, banyak postingan foto pribadi, sudah tertaut FB & WA. Itu tandanya sudah tidak diperkenankan main Instagram lagi, ya sudah auto uninstall",1
Nurrohma Febriyani,"Saya menjamin jika anda menghilangkan seluruh memori arsip Instagram kamu akan bangkrut sejadi jadinya karena kami peminat Instagram karena fitur itu yang paling penting. Lebih baik kamu hapus catatan karena itu tidak penting!! Buatlah fitur yang berguna, bermanfaat dan membuat orang tertarik. Jangan membuat fitur asal-asalan apalagi fitur penting mau di hapus 100% ga akan ada lagi peminat Instagram.",2
Indy Putri irawan,"Instagram kenapa sih notifikasi ga pernah tepat waktu?? Padahal udah diatur supaya semua notifnya aktif,kalau telat 1 atau 2 menit sih wajar tapi ini sampai ½ jam,bahkan sampai ga dapat notif mending tingkatkan instagram daripada menambah aplikasi threads,karna menurut saya orang-orang jarang menggunakan threads",2
Shidqi Ryza Nugraha,"Pada versi sebelumnya, saya bisa share reels dengan tampilan terbaru yg utuh, tetapi pada versi terbaru menjadi tidak bisa & kembali ke tampilan lama. Sayang sekali, padahal saya lebuh menyukai tampilan terbaru.",3
NurFitri Asma,Instagram sekarang aneh yaa.. follow/follback gak banyak² amat paling banyak saya follow orang cuma 5 per hari nya..tapi di batasi Saya udah ganti akun instagramnya 3 kali karena di nonaktifkan secara tiba-tiba karena follow Ig orang yang gak banyak² amat Kecewa 100% sama Instagram sekarang Tolong dong perbaiki lagi Instagram nya,1
Naufal Yahya,"Mohon kepada pihak instagram agar bug loading saat reset passwordnya diperbaiki. Karena ketika saya menerima email dari instagram untuk reset password, saya sudah memasuki link reset password tersebut, namun setelah masuk, loadingnya lama sekali dan tidak ada perubahan sama sekali. Mohon untuk segera diperbaiki karena saya ingin menghapus akun Instagram saya",1
Maz Yopan,"Maaf sebelumnya kenapa upload insta story selalu gagal terus, padahal jaringan wifi atau data seluler masih lancar, mohon untuk memperbaiki bug pada insta story agar bisa terkirim Insta story nya 🙏🏼🙏🏼🙏🏼",1
Rendy Firmansyah Haris R,"Ada bug untuk pada device Samsung a35,a54 dst,,, ketika memakai filter kamera menjadi berkedip.... Mohon solusinya.... Bug dari Instagram atau dari OS Samsung nya kurang tahu",5
Almira Tsania Aflah,"kenapa bbrpa kali buat snapgram menggunakan grid, tulisan, lagu dan dengan tambahan fitur2 lainnya saat di up selalu kesalahan dan otomatis terhapus pdhal dah kita edit sedemikian rupa",2
Alan Budi Kusuma,"Saya memposting sesuatu di Instagram supaya bisa mengenang momen"" nya. Makannya tolong batalkan tentang penghapusan arsip di Instagram. Karna itu akan membuat banyak orang yang kecewa, dan mungkin tidak ingin lagi mengunggah apa"" di Instagram",1
Michael Frily,"niat ga sih? bukan nya makin maju malah makin ngaco ! gue cuman mau bikin akun baru, muncul terus tulisan ""harap tunggu beberapa menit sebelum mencoba lagi"" heyyy? saya nunggu lama tapi hasil nya tulisan nya gitu mulu... gue tunggu sampai 3 hari lebih buat nyoba buat masih aja yang muncul tulisan itu... lalu juga buat mulihin akun sedikit"" ada masalah, gue juga cuman mau riset sandi akun gue yang ilang heyy masih aja tulisan ada masalah mau sampai kapan?? gue saranin perbaikin lagi apk nya.",3
Gia suciani,"Sejauh ini saya pengguna instagram yg cukup lama,tapi ketika ada pembaharuan fitur font di akun saya,selalu tidak muncul,padahal sudah saya update di playstore.Sudah saya cba log out dahulu dan sudah saya coba hapus aplikasinya,namun hasilnya sama",3
Wildan Anugrah Pratama,"Saya kasih bintang 5 karena fitur nya sudah sangat bagus, dan tolong untuk tingkatkan terus saran saya tolong adakan fitur yang bisa melihat orang lain itu follow ga akun kita, atau unfollow serta tolong hapus centang biru bagi orang yang bukan publik figure karena centang biru itu hanya bisa didapatkan oleh orang yang memang benar benar membutuhkannya, seperti artis, aktor/aktris, dan lembaga lembaga yang sudah resmi Terimakasih sebelumnya",5
pan pan,"ig kenapa si? kok saya gabisa ngeliat sg orng' ya? malah ada tulisan 'cerita ini tidak tersedia' pas saya mau ngeliat sg orng', kenapa ini? bug kah? tolong perbaiki lagi 🙏🏻 seharusnya semakin di update semakin bagus, bukannya semakin di update malah semakin rusak. TOLONG DI PERBAIKI LAGI PIHAK IG.",1
Fitri Cirebon,"Tolong di perbaiki ya, kenapa sudah beberapa hari ini ketika saya sedang membuka apk Instagram terus tiba tiba dia berhenti dan keluar dengan sendiri nya, macet pdahal sudah saya perbaiki.. tolong ya di perbaiki kembali",4
Ines Ines,"Instagram sudah bagus, tapi seharian ini story saya terus terkena pelanggaran dengan alasan tidak masuk akal. Itu hanca lelucon. Saya merasa kecewa karena hal yang tidak mengandung unsur sensitif terkena pelanggaran, sedangkan yang jelas konten sensitif malah di biarkan saja",2
Tsaqif TJ Ro'uf,"tolong dong untuk pihak instagram, supaya ngembangin lagi, dan memperhatikan lagi mengenai banding dan penangguhan akun, karena dari kita tuh ada yang butuh dan itu urgent... yang mana itu sangat berkendala sekali... tolong pihak instagram untuk memperbaiki lagi🙏",1
Ayla Filifera,"Instagram sebaiknya tetap mempertahankan fitur Archive Story, karena fitur ini sangat berguna untuk menyimpan kenangan dan momen berharga tanpa harus membagikannya secara permanen di profil. (jika fitur Archive Story tidak dihapus, saya akan kasih bintang 5)",4
hartina pangaribuan,"Tolong diperbaiki sistem nya Meta. Buka ig dan fb di pc suka offline tiba tiba namun ketika buka dari hp bagus bagus saja. Sekelas meta bisa down server nya begini, tapi kalau memblokir wa kalian cepat kali",1
rahmaa fadhilah,"suka banget sama instagramm, aku download dari aku masih kelas 5 sekolah dasar sampe sekarang aku udah tamat sekolah masih di akun yang sama dan aku selalu bangga sama instagram. sedikit ulasan aja for developer plisss fitur archive story jangan di ilangin yaa, itu ngebantu banget kalo mau bikin sorotan atau mau simpen kenangan selain di galeri. karna di galeri mudah ke hapus sendiri, jadi tolong banget jangan sampe di ilangin yaa archive story/arsip cerita nyaa tolooonggg bangettt makasiih",5
Nabil Sasbianto89,"banyak fitur Instagram yang dihapus padahal fitur tuh berguna banget buat user fitur simpan music dicatatan,daftar musik yang disimpan juga dihapus apalah Instagram nih padahal banyak lagi enak yang udah di simpen malah di hapus fiturnya",1
Lutfiah Amalia,"Gimana ini sih masa aku pakai camera Instagram mau pakai filter terus klik fitur hands-free, Boomerang klik di filter buat video camera erro dan kedap kedip, tolong dong diperbaiki sudah lamaa pakai Instagram.. untuk hp tidak ada masalah 😡😡😡😡",1
Rasyida333,"kesel bgt slalu aja klo mw ngepost kesalahan mulu padahal jaringan bagus memo juga masi bnyk tetep aja gabisa, bisa juga paling klo polosan gpke filter sama musik jdinya jelek ew tolong dong benerin udh dr lama sabar terus tetep aja kesalahan kenapa si?? pengen tu ngepost tinggal ngepost gausa mikirin memo jaringan gajelas, eror deh apk ini cpetan benrin, jadi klo mau post gaenak, bnyak bug lagi TOLONG BACA!",2
Khaerul,"Ini ig kenapa kayak bermasalah yaa, saya ga bisa liat postingan² terbaru, ada juga beberapa postingan atau story yang sudah saya lihat, tiba² hilang padahal tidak dihapus sama yang punyaa, apakah ig saya dibajak, atau gimana? Mohon diperhatikan😭😭",1
Zidan Nabil,"banyak bug gajelas skarang!, saya lagi kena bug gabisa di tag sama orang sama sekali, padahal akun ga private dan saya pun udah mengizinkan semua orang untuk ngetag saya, tapi tetap tidak bisa, udah kasih laporan masalah di apk, tapi masih gada respon sama sekali, KECEWA!!.",1
Choco Jelly,"aplikasi Instagram sekarang gajelas banget, akun saya sama sekali ngga ngelakuin tindakan mencurigakan/criminal malah kena suspend, terus waktu mau ngajuin banding malah di persulit, kalo kaya gini gimana akun saya bisa kembali? tolong doang sistem nya di perbaiki lagi, ini jelas merugikan dan menghambat saya dalam menggunakan aplikasi Instagram",1
Shandika Dika,"Setelah update makin byk bug, story yg diarsipkan tidak muncul ketika saya melihat di pengaturan arsip cerita, story Ig saya hilang begitu saja bak ditelan bumi.",1
Rezy Alfionita,"Aplikasi nya semuanya bagus tapi kekurangan nya cuma satu, saat kita buat video di filter ig itu jadi lambat padahal pas ngevidio itu pas",4
Dimas Angkasa,Sebenarnya Instagram tidak perlu menambahkan fitur keamanan bahwa akun ini milik anda Karena sebenarnya fitur ini yang ada malah membuat kami sulit login di hp lain.. Tolong berfikirlah Instagram.! Upaya mencurigakan sampah! Gaberguna! Bikin susah login! Mikirlah!,1
Mufida Amilatusholekha,"Instagram sebaiknya tetap mempertahankan fitur Archive Story, karena fitur ini sangat berguna untuk menyimpan kenangan dan momen berharga tanpa harus membagikannya secara permanen di profil. plz la Instagram",2
Kesya,"plis ini ig bermasalah atau akun ku yg error? stiap mau follow akun yg publik pasti ngga bisa dn muncul tulisan ""permintaan anda tertunda"" tapi giliran follow akun yg privat itu bisa, tlong lah klo kek gini jdi nyusahin banget, udah update jga pdahal",1
Daffa Maulana,"Banyak bug,contohnya ada beberapa video yg ga bisa disimpan ke koleksi,tekan tertarik tapi malah konten lain yg muncul.Tolong diperbaiki",1
Muhammad Arifandi Priyandana,saran saya untuk tim developer untuk lebih teliti lagi dalam hal kinerja nya. baru saja kemarin saya tiba-tiba di suspend dengan alasan tidak mengikuti peraturan komunitas sedangkan saya tidak melakukan apa-apa. bahkan sampai sekarang saya masih belum bisa memakai akun instagram saya. Sekali lagi teruntuk tim developer mohon pencerahan nya. terimakasih : ),1
Andi Taru,"Bugnya semakin parah. Gambar pertama carousel selalu ga muncul, ada notifikasi comment tp setelah di click kosong, dan banyak hal lucu lainnya.",2
Cantika Ratnasari,"Semuanya bagus,tapi ada satu saran sih, tolong dong kalau bisa karena Sekarang kan ada catatan nya nih,nah untuk catatan itu bisa ngak sih dibuatin orang ngeliat catatan kita atau tampilan yg melihat catatan kita Hanya itu deh Sekian terimakasih",5
Fiqih Maulana,"Sering bug, buka aplikasi sendiri, padahal lagi buka aplikasi lain tiba² buka sendiri. Sering refresh sendiri juga. Perbaiki lagi bug nya",2
Easty _86,Kenapa akun saya di suspend dan dibilang akun palsu padahal ada foto profil dan pribadi. Terus harus ajukan banding kalo gak dihapus permanen. Memang nya saya ngapain ?? Trus di suruh masukkan email dan nomor telepon katanya tidak valid. Padahal dari awal saya bikin Ig nomor itu. Aplikasi taik,1
Joni AH Sitorus,Saya tidak suka pembatasan postingan saya krn sebenarnya saya lah yang telah terhasut oleh kelakukan Wasit asal Oman atas pertandingan Sepak bola antara Bahrain vs Indonesia. Saya akan uninstall ini aplikasi selama beberapa waktu jika akun saya tidak segera di normalisasi oleh Meta. Saya akan gunakan aplikasi TELEGRAM buatan Rusia atau VK nya Rusia..,1
Indra Muliana,"Kok setiap saya buka vidio Instagram kadang vidionya g gerak tapi waktu nya jalan, ini bug atau gimna ya ? Padahal saya pake wifi dan data tetep g jalan. MOHON DI PERBAIKI DOANG",1
Danindrarhmat putra,"sering error, uda seminggu ini sering error harus install ulang trs login ulang baru bisa, capek tiap hari kek gitu mulu. mohon perbaiki maintenance nya sangat mengganggu🙏🏻",1
Rima Nor Fadilla,"buruk,sudah rutin diperbarui bukannya makin bagus malah makin sering tidak respon, pdhl hp saya masih luas sekali penyimpanananya. jadi apa kelebihannya kalau di update? menyedihkan",1
Xen122 Xen-,"aplikasi nya bagus,cuman kenapa setiap kita ingin ganti password yang lupa tidak verifikasi ke nomor atau ke email kita sendiri,malah harus email dari Instagram nya,saya lupa apa kata sandi ig saya,dan saya saat ingin mengganti kata sandi ig saya tapi loading nya sangat lama,bahkan tidak akan bisa muncul",2
Putra Tarigan81,"tolong perbaiki aplikasi nya, saya punya 3 akun di ig dan semua nya kena banding, saya bermain ig hanya untuk mencari hiburan tapi kenapa semua akun saya kena banding, TOLONG SEGERA DI PERBAIKI APLIKASI NYA",1
Silky Ezra Alawiya,kalo sampe fitur arsip dihilangkan gabakalan make ig lagi!!! pliss dong kami semua mau pake apk ini karna fitur arsipnya. klo fitur arsip ilang udah gada spesialnya ni apk mending di apus aja akunnya dan ga akan pernah pake ni apk lagi!!! plis kecewa beratt,5
Ayu Kurnia pratiwi,"Story sekarang terbatas hanya sampai beberapa org aja, gak bisa di scroll kesamping, foto momen berharga tiba2 hilang dr profil tanpa pemberitahuan. Udah lama males pakai instagram. Mentang2 udah banyak penggunanya jadi semena2.",1
gunggeklaksmi,"Aku sempat deactive 1 minggu, tpi kemarin mau log in kenapa susah banget ya.. Biasanya langsung bisa log in.. Ini terus muncul notifikasi BUG.. tlg dung perbaiki dung.. makasi",3
Giah S,kenapa saya tidak memberikan 5 bintang karena di berbincang sosmed apakah benar meta akan menghapus arsip ig?? menurut saya arsip itu sangat penting karena kita bisa melihat moment² yang sudah kita posting dan semisal di galeri hilang atau gimana kita bisa melihat di arsip,4
agust kihelta,Media yang fleksibel untuk banyak hal dan menyenangkan untuk digunakan. Hanya saja saya jarang menggunakannya dan sulit juga karna harus menggunakan data 👍😅😁,2
Muhammad Shaquel Bachdar,"untuk sementara aku kasih bintang 3 yah, kecewa banget biasanya setiap mau bagikan ke fb langsung bisalah setelah update an terbaru malah ngk bisa kek nge bug gitu ngk tau dah kenapa pusing sumpah udah gua utam atik sana sini malah tetap ngk bisa",4
Tika Ponsel,Tolong ini gimana yah kok Instagram nya nggak bisa liat sg orang yang baru bisa nya cmn yg di buat kmren² doang sama postingan juga nggak ada postingan yang baru ada nya cuman yang kmren² doang tolong di perbaiki lagi Instagram nya🙏🏻,1
Vevy Ardiyanti,"kek manaa inii skrg bugnya banyak bangettt, restore story tapi yg ke restrore bukan story yg w mau malah story yg lain.. follower/following tiap hari nurun abistu besoknya balik lagi.. tlg dong dibenerin lagi bugnya, aplikasi anda ini populer loh berguna buat semua khalayak.. thankyou",1
Daniel Gunforce,Udah bikin story kok malah enggak bisa.. (Menunggu koneksi) padahal wifi & paket data aman lancar Tolong diperbaiki lagi min..,4
Wijdan,tolong perbaiki bagian lihat pengikut yang mulai ada bug. mulai dari pengikut yang akunnya menjadi dua atau freeze saat memulai penyegaran di bagian pengikut,3
Fadli Bimantoro,"payah skrg instagram sejak dibeli facebook, akun ig gue ke hack 2x, intinya gua gapernah macem2, tiba2 ke logout, and then, sudah nomer orang ga dikenal didalamnya, udh ngelakuin berbagai cara mulai dari yt, tiktok, jasa, tetep aja gada yg berfungsi, emg klo udh masuk ke bukan nomor kita susah, safety all",1
Putra Rahmansyah,"kenapa instagram saya seperti ada gangguan jaringan? tapi saya membuka sosial media lainnya masih bisa. sempat saya uninstal lalu download lagi bisa dibuka, setelah beberapa menit begitu lagi. padahal bertahun² menggunakan instagram gapernah seperti ini",3
yudhanim “yutanime” #,"bagus si, cuman kenapa saran tambahkan teman selalu muncul di beranda di atas dekat bar story, mengganggu banget. tolong beri fitur hapus saran teman atau apalah itu. jika sudah berhasil menghapus atau menambahkan fitur masukan saya, saya beri bintang 5. overall bagus. terimakasih",3
Dasya Noya,kecewa sama instagram. fitur yang spesial menurut sy ya arsipnya. skrg malah mau di apus 😴 trs jg vidio di arsip jd foti banyak foto2 yg udh ilang. gmn sih instagram?? gapernah sekecewa ini sama aplikasi 🥺 semoga banget arsip ga di ilangin 🥺🙏,1
Zufri Zefti,"Tiap buka ig selalu melanggar aturan postingan dari cerita/reel facebook. Dan setelah itu apk ngeblank warna putih semua, kalau gak mau bisa sinkron dg post dari facebook ya udah gak usah bertele2, di update bukane membaik malah makij busuk",1
Pipin Alzian,"Makin lama makin kaga jelas tiba tiba sering ngefollow orng sendiri udh di unfoll malah di follow sendiri lagi, trus pas mau ganti kata sandi malah kaga bisa malah kata sandi salah padahal udh bener masukin sandi nya, tapi tetep aja salah, arsip vidio malah jadi foto, arsip foto malah jadi item",1
Qanisma Ainindri,"kabarnya archive story instagram akan di hapus, saya sangat tidak setuju, karna alasan saya memakai instagram itu untuk menyimpan kenangan yg tidak dapat saya simpan di galeri hp saya, tolong jangan hilangkan vitur archive story, lebih baik vitur yg lain di tambah, thanks",1
